Day,P5,Median,P95
144,0.8823393117511372,1.2182484434709728,1.6724052147575201
145,0.8825506112778937,1.2209442116434241,1.6764026189311965
146,0.8807338116068699,1.2235186025428089,1.6791641259056298
147,0.88183078831592,1.224513749722265,1.6834905763978056
148,0.8811710227812569,1.2262274248607599,1.6840653910350973
149,0.8809865877820754,1.2267260704306815,1.6902263618701752
150,0.8821017323189131,1.2292689525740976,1.6956555882898021
151,0.8832654962030427,1.23211896450305,1.7002737650461197
152,0.8859718399887959,1.2347218388030818,1.704556320352732
153,0.8830705970975317,1.2373460860812622,1.7068220493682524
154,0.8842207241076528,1.236782439007754,1.7078739775724308
155,0.884278421527979,1.2382385414081922,1.7146170604732165
156,0.883616058859283,1.239846266919505,1.71722481202298
157,0.8851366817813222,1.241210462313244,1.7196608844624883
158,0.8856543684458528,1.2434186966742964,1.7301493232557226
159,0.883479257602369,1.2465443959612694,1.7341101956051825
160,0.8849431830391987,1.2468913559933297,1.737748227024538
161,0.8851469386034903,1.249094107866426,1.7408192912399847
162,0.8851286434820742,1.2512007787416923,1.7435660715308667
163,0.8862751487961871,1.252254938195406,1.7498054832279952
164,0.8861813492757643,1.2531445224136752,1.7555564863023594
165,0.8867006357198047,1.2556105396128894,1.7564400830885654
166,0.8858806547704774,1.2569466849087094,1.762097662376627
167,0.886297987210706,1.257323786086216,1.7677269543592036
168,0.8894921646635715,1.2598779794828867,1.7690480869891227
169,0.8914747665896345,1.2608748578310973,1.7771190329490891
170,0.8901111396167745,1.2622043345924814,1.7819611558411474
171,0.8943345218373483,1.2646470417191353,1.7896005724886104
172,0.8938258148558905,1.2645332375409712,1.7931738028219408
173,0.8936776366114227,1.2682615527094565,1.7999933952446254
174,0.8943597430883735,1.2688807956442432,1.8034972793914688
175,0.8933983291961992,1.2714350686974867,1.810165730317705
176,0.8919019544415883,1.2727098483664134,1.8153249440788073
177,0.891463114555822,1.2740602633383677,1.818738084068056
178,0.8915377307081914,1.2759271926094944,1.8209930176613998
179,0.8906309347706151,1.2771765609797594,1.8278242661954225
180,0.8910397249587796,1.2788647033396718,1.8300517496912108
181,0.8905652007583951,1.2798684160789509,1.8377603061668653
182,0.8923131065260276,1.2832528192047636,1.8360307320841274
183,0.893615522811278,1.2838709857666912,1.8381808412439233
184,0.8946639093204685,1.286524449222892,1.84764256494309
185,0.8957941627715342,1.2864456930762862,1.8506236158604479
186,0.895217932824117,1.2882931318395263,1.8602369801462177
187,0.8933517405653232,1.2890633700733238,1.865658222542151
188,0.896201552573584,1.293231563441025,1.8667163746022986
189,0.8978699032671957,1.295951666344462,1.8704391113459065
190,0.8964825542452582,1.2974929574923837,1.8725662613618306
191,0.8975439354493319,1.3001461357274162,1.877578603447492
192,0.8999902710510155,1.300605156916626,1.883440582196005
193,0.9006537760474477,1.30101447380819,1.8904644849128507
194,0.8998237285036812,1.302943314664851,1.8919650571431987
195,0.8983556039449763,1.3036507011099967,1.8972543658350085
196,0.899611256867635,1.3075152161572665,1.8993090012010054
197,0.9008486185984066,1.3091757641861204,1.9016118146478884
198,0.9033187284502314,1.309427813642357,1.9086516487449017
199,0.9020757289058355,1.3115936234288947,1.90725630973546
200,0.9021622634008738,1.3140235395893087,1.9126278661867697
201,0.9027456104088634,1.3148729798743681,1.9154057553204704
202,0.9036837526504627,1.3167086905182583,1.9203018775038776
203,0.9033287025476155,1.3162719818796074,1.9223309616154232
204,0.9059140899103397,1.3209550070916385,1.9358903392793676
205,0.903665906239327,1.3213138038454597,1.9448778046393178
206,0.905525049976216,1.3244520247693878,1.9498629282126727
207,0.9030672014151369,1.325692962763815,1.9549904178167021
208,0.9035995084515529,1.3281237549058098,1.9583567960818475
209,0.9031433183215655,1.329122646084676,1.9583968305149717
210,0.9025348371738218,1.330279741478284,1.9613353992087748
211,0.902212901979221,1.3320812681255811,1.97552508438031
212,0.9035006824912702,1.33328289574489,1.9720007723797792
213,0.9065399409763718,1.3352954047179042,1.981096604470809
214,0.9045764308270253,1.3367889506658546,1.98265896869035
215,0.9033202484877066,1.3381318471838932,1.9825382178317954
216,0.9005160665517944,1.3410625339303328,1.9897265621945088
217,0.9017185267958252,1.3425594168511683,1.986914995628395
218,0.9026516947505545,1.3441854357784058,1.99433074230275
219,0.90247985560941,1.3449620354725607,1.999023677158536
220,0.9029718703731711,1.3470852354793275,2.0033487199474087
221,0.9028942073506642,1.35015722709144,2.004350111207314
222,0.9054874278384969,1.3495406668396117,2.0114977207649916
223,0.9065876538835858,1.3526440258726797,2.015834488762418
224,0.9079491957941541,1.3551292335758691,2.0203606473930473
225,0.9072357965596034,1.3573463425879857,2.0249088642487636
226,0.9092474546795959,1.3587060279152934,2.0279006313148265
227,0.9104516541934972,1.3606314797331924,2.033741480018057
228,0.9103449896686141,1.3633265615336814,2.04008724731103
229,0.9101300667939596,1.3660543951270636,2.0496608577296014
230,0.910899334673888,1.3670103434503924,2.058895928111913
231,0.9079802788751484,1.3719574350824435,2.0614965826499394
232,0.907499569903315,1.3711530531697145,2.0638603379705187
233,0.9094480013422259,1.3722744442151478,2.066276324932843
234,0.9098193821780404,1.3741404307090934,2.0680953207378807
235,0.912400305028255,1.3752366491295147,2.072463158186321
236,0.9127530174474887,1.377699441620298,2.076516890536315
237,0.9135119299658934,1.3769510939469494,2.087804433517635
238,0.9153656875848399,1.3789679651911149,2.0933039877134
239,0.9158419132458228,1.3811050878627267,2.097589677399559
240,0.9141990221499446,1.3837991627128015,2.106227851380967
241,0.9166188060571806,1.3881589875480518,2.1050067986401495
242,0.9132654851478974,1.390967655030583,2.116806888766733
243,0.9143391790890354,1.3912488670757828,2.123407018068067
244,0.9133171068837325,1.392953987937331,2.127653960675245
245,0.9123757767807464,1.3946988406515055,2.1274645374312207
246,0.9142238438801918,1.397279371163929,2.134843896985412
247,0.9153959189818428,1.4003915173201262,2.1337537019971666
248,0.91769257359506,1.402853925148188,2.1338790847959834
249,0.918372479692951,1.404842763046097,2.1399631916452058
250,0.9200325010778193,1.4059354876796877,2.1515080175192387
251,0.9197083634937778,1.407238719156593,2.1503536797051788
